,company_name,stage,type,latitude,longitude
262,KAO Data,Operational,Campus,51.770594,0.129913
263,KAO Data,Operational,Colocation,51.770074,0.129344
264,KAO Data,Under Construction,Colocation,51.770895,0.130685
265,KAO Data,Planned,Colocation,51.769921,0.130846
266,KAO Data,Operational,Colocation,51.54536,-0.363929
267,KAO Data,Operational,Colocation,51.515728,-0.616367
268,KAO Data,Planned,Colocation,51.771833,0.131587
269,KAO Data,Planned,Colocation,51.770975,0.132316
270,KAO Data,Under Construction,Colocation,53.451758,-2.163323
271,KAO Data,Planned,Colocation,51.516882,0.003092
272,KAO Data,Operational,Colocation,51.769191,0.129269
273,Keppel Data Centres,Operational,Colocation,51.452221,-3.185821
274,Keppel Data Centres,Operational,Colocation,51.494641,-0.018604
275,Keppel Data Centres,Operational,Colocation,51.416691,-0.772412
276,Argyll Data Development,Planned,Campus,55.880753,-5.024982
277,Liverpool City Region Data Centres,Operational,Colocation,53.417586,-3.045876
278,Latos,Planned,Colocation,51.483459,-3.12747
279,Latos,Planned,Colocation,51.482254,-3.128107
280,Latos,Planned,Colocation,51.481387,-3.128163
281,Latos,Operational,Campus,51.479965,-3.128878
282,Latos,Operational,Campus,54.550468,-1.31923
283,Latos,Planned,Colocation,54.550058,-1.319273
284,Latos,Planned,Colocation,54.550845,-1.319026
285,LDeX Group,Operational,Colocation,51.567733,-0.231048
286,LDeX Group,Operational,Colocation,53.466833,-2.294168
287,LDeX Group,Operational,Colocation,53.466857,-2.293879
288,LeaseWeb,Operational,Colocation,51.508392,-0.057296
289,Colt Technology Services,Operational,Colocation,51.514083,-0.072964
290,Colt Technology Services,Operational,Colocation,51.521217,-0.097352
291,LINX NoVA,Operational,Colocation,51.478121,-3.180657
292,Xperience Group,Operational,Colocation,54.509917,-6.088888
293,Liverpool City Region Data Centres,Operational,Colocation,53.403804,-2.984164
294,Telstra International,Operational,Colocation,51.494975,-0.018687
295,Telstra International,Operational,Colocation,51.324444,-0.585194
296,CyrusOne Data Centers,Operational,Colocation,51.521438,-0.623336
297,Lunar Digital Solutions Ltd,Operational,Colocation,53.464541,-2.248077
298,Lunar Digital Solutions Ltd,Operational,Colocation,53.464399,-2.247323
299,Lunar Digital Solutions Ltd,Operational,Colocation,53.465131,-2.193141
300,M9 IT Ltd,Operational,Colocation,52.011572,-1.371204
